,datasetId,dsName,sumFormula,adduct,type
55697,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C32H48O5,+Na,off
55698,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C30H50O6,+Na,off
55700,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C27H44NO7P,+H,on
55701,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C18H32O18,+H,off
55704,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C26H56NO6P,+K,off
55705,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C34H38N4O4,+H,off
55708,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C28H38O9,+K,off
55714,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C22H29N3O13S,+Na,off
55715,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C26H29O15,+H,off
55717,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C29H35N5O7,+K,on
55719,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C35H68O5,+K,on
55720,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C41H66O3,+H,on
55727,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C37H48N4O5,+H,off
55731,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C38H72O6,+K,on
55733,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C41H68O5,+K,on
55736,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C37H69O7P,+K,on
55737,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C47H82O2,+K,on
55738,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C44H70O5,+Na,on
55739,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C39H73O8P,+H,on
55740,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C37H69O8P,+Na,on
55741,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C41H71O8P,+H,on
55742,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C41H73O8P,+H,on
55744,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C41H76NO8P,+H,on
55745,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C42H82NO7P,+H,on
55749,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C43H71O8P,+H,on
55750,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C41H82NO8P,+H,on
55751,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C42H86NO7P,+H,on
55753,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C43H80NO7P,+H,on
55754,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C40H78NO8P,+Na,on
55755,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C40H75O8P,+K,on
55756,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C43H78NO7P,+H,on
55757,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C42H80NO8P,+H,on
55758,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C41H73O8P,+K,on
55759,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C44H78NO7P,+H,on
55760,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C41H78NO7P,+K,on
55761,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C44H82NO7P,+H,on
55762,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C44H80NO7P,+H,on
55763,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C42H81NO8,+K,on
55764,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C43H76NO8P,+H,on
55765,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C45H69O8P,+H,on
55766,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C43H74NO7P,+Na,on
55767,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C42H75O10P,+H,on
55768,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C43H75O8P,+Na,on
55769,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C41H78NO10P,+H,on
55770,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C44H88NO7P,+H,on
55771,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C45H76NO7P,+H,on
55775,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C43H84NO7P,+Na,on
55776,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C45H72NO8P,+H,on
55777,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C43H79O8P,+K,on
55779,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C44H82NO7P,+Na,on
55780,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C45H91N2O6P,+H,on
55781,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C45H80NO8P,+H,on
55782,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C45H73O8P,+Na,on
55783,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C43H81O8P,+K,on
55784,2017-05-03_17h59m31s,NCSU_M8_mouse_brain,C45H78NO7P,+Na,on
55786,2017-05-16_10h46m51s,Dataset 3,C12H12N2O,+H,off
55787,2017-05-16_10h46m51s,Dataset 3,C10H6O5,+H,off
55788,2017-05-16_10h46m51s,Dataset 3,C3H2F6O,+K,on
55789,2017-05-16_10h46m51s,Dataset 3,C12H16N2O,+H,off
55791,2017-05-16_10h46m51s,Dataset 3,C11H10NO2,+Na,off
55792,2017-05-16_10h46m51s,Dataset 3,C15H22,+H,on
55793,2017-05-16_10h46m51s,Dataset 3,C10H10N2OS,+H,on
55794,2017-05-16_10h46m51s,Dataset 3,C9H9N3O2,+Na,off
55796,2017-05-16_10h46m51s,Dataset 3,C10H11NO3,+Na,off
55798,2017-05-16_10h46m51s,Dataset 3,C11H14N2O3,+H,on
55799,2017-05-16_10h46m51s,Dataset 3,C13H8O4,+H,off
55800,2017-05-16_10h46m51s,Dataset 3,C10H14N2O4,+H,on
55801,2017-05-16_10h46m51s,Dataset 3,C12H13NO2,+Na,on
55802,2017-05-16_10h46m51s,Dataset 3,C10H19NO4,+H,on
55803,2017-05-16_10h46m51s,Dataset 3,C10H12O6,+H,off
55804,2017-05-16_10h46m51s,Dataset 3,C10H16N2O4,+H,on
55805,2017-05-16_10h46m51s,Dataset 3,C9H9N3O3,+Na,off
55806,2017-05-16_10h46m51s,Dataset 3,C14H9NO,+Na,off
55808,2017-05-16_10h46m51s,Dataset 3,C10H13NO2,+K,off
55809,2017-05-16_10h46m51s,Dataset 3,C13H10O4,+H,off
55810,2017-05-16_10h46m51s,Dataset 3,C14H10O,+K,off
55811,2017-05-16_10h46m51s,Dataset 3,C11H21NO4,+H,on
55812,2017-05-16_10h46m51s,Dataset 3,C7H7IO,+H,off
55816,2017-05-16_10h46m51s,Dataset 3,C12H8O5,+H,off
55818,2017-05-16_10h46m51s,Dataset 3,C12H23NO4,+H,on
55819,2017-05-16_10h46m51s,Dataset 3,C11H23N3O3,+H,on
55820,2017-05-16_10h46m51s,Dataset 3,C13H10O5,+H,off
55821,2017-05-16_10h46m51s,Dataset 3,C13H8O4,+Na,off
55822,2017-05-16_10h46m51s,Dataset 3,C11H10N2OS2,+H,off
55823,2017-05-16_10h46m51s,Dataset 3,C17H28O,+H,off
55824,2017-05-16_10h46m51s,Dataset 3,C11H21NO5,+H,on
55825,2017-05-16_10h46m51s,Dataset 3,C14H12O2,+K,off
55826,2017-05-16_10h46m51s,Dataset 3,C8H14N2O5S,+H,off
55827,2017-05-16_10h46m51s,Dataset 3,C11H16O5,+Na,off
55829,2017-05-16_10h46m51s,Dataset 3,C16H32O2,+H,off
55830,2017-05-16_10h46m51s,Dataset 3,C17H32O,+H,off
55831,2017-05-16_10h46m51s,Dataset 3,C14H20O4,+H,off
55832,2017-05-16_10h46m51s,Dataset 3,C20H12,+H,off
55833,2017-05-16_10h46m51s,Dataset 3,C7H13N3O5,+K,off
55834,2017-05-16_10h46m51s,Dataset 3,C13H17NO3,+Na,off
55835,2017-05-16_10h46m51s,Dataset 3,C15H20N2O2,+H,on
55836,2017-05-16_10h46m51s,Dataset 3,C14H9NO3,+Na,off
55837,2017-05-16_10h46m51s,Dataset 3,C12H15N3O4,+H,on
55838,2017-05-16_10h46m51s,Dataset 3,C18H32O,+H,off
55841,2017-05-16_10h46m51s,Dataset 3,C13H8O5,+Na,off
55843,2017-05-16_10h46m51s,Dataset 3,C12H24N2O3,+Na,off
55844,2017-05-16_10h46m51s,Dataset 3,C10H17N2O5,+Na,on
55845,2017-05-16_10h46m51s,Dataset 3,C10H8O7S,+H,off
55846,2017-05-16_10h46m51s,Dataset 3,C9H12ClO4P,+Na,off
55847,2017-05-16_10h46m51s,Dataset 3,C5H10N2O7P2,+H,off
55848,2017-05-16_10h46m51s,Dataset 3,C13H10O5,+Na,off
55849,2017-05-16_10h46m51s,Dataset 3,C12H10O5,+K,off
55850,2017-05-16_10h46m51s,Dataset 3,C11H10N2O4,+K,off
55851,2017-05-16_10h46m51s,Dataset 3,C8H14N2O5S,+Na,off
55852,2017-05-16_10h46m51s,Dataset 3,C15H10N2O2,+Na,off
55853,2017-05-16_10h46m51s,Dataset 3,C9H20N2OS2,+K,off
55855,2017-05-16_10h46m51s,Dataset 3,C10H12N4O3,+K,on
55856,2017-05-16_10h46m51s,Dataset 3,C12H16O7,+H,off
55857,2017-05-16_10h46m51s,Dataset 3,C14H12O6,+H,off
55858,2017-05-16_10h46m51s,Dataset 3,C16H30O2,+Na,off
55859,2017-05-16_10h46m51s,Dataset 3,C10H15O3PS2,+H,on
55860,2017-05-16_10h46m51s,Dataset 3,C16H16O2,+K,off
55861,2017-05-16_10h46m51s,Dataset 3,C9H16N2O6S,+H,off
55862,2017-05-16_10h46m51s,Dataset 3,C18H33NO,+H,on
55864,2017-05-16_10h46m51s,Dataset 3,C10H18N2O5S,+H,off
55865,2017-05-16_10h46m51s,Dataset 3,C18H32O2,+H,off
55866,2017-05-16_10h46m51s,Dataset 3,C17H15NO3,+H,off
55869,2017-05-16_10h46m51s,Dataset 3,C13H23NO6,+H,on
55870,2017-05-16_10h46m51s,Dataset 3,C20H32O,+H,off
55871,2017-05-16_10h46m51s,Dataset 3,C18H36O2,+H,off
55872,2017-05-16_10h46m51s,Dataset 3,C15H8O6,+H,off
55874,2017-05-16_10h46m51s,Dataset 3,C8H16N2O7,+K,off
55875,2017-05-16_10h46m51s,Dataset 3,C16H12O4,+Na,off
55876,2017-05-16_10h46m51s,Dataset 3,C13H16O5,+K,off
55877,2017-05-16_10h46m51s,Dataset 3,C14H17N3O4,+H,on
55879,2017-05-16_10h46m51s,Dataset 3,C20H12O,+Na,off
55881,2017-05-16_10h46m51s,Dataset 3,C15H16O6,+H,off
55883,2017-05-16_10h46m51s,Dataset 3,C18H38O,+Na,off
55884,2017-05-16_10h46m51s,Dataset 3,C10H14N2O6,+K,on
55885,2017-05-16_10h46m51s,Dataset 3,C14H19NO6,+H,on
55888,2017-05-16_10h46m51s,Dataset 3,C20H26O2,+H,off
55889,2017-05-16_10h46m51s,Dataset 3,C12H26O7,+Na,off
55890,2017-05-16_10h46m51s,Dataset 3,C18H32O2,+Na,off
55891,2017-05-16_10h46m51s,Dataset 3,C18H13NO4,+H,on
55892,2017-05-16_10h46m51s,Dataset 3,C10H17N3O6S,+H,on
55893,2017-05-16_10h46m51s,Dataset 3,C15H18N4O3,+H,on
55894,2017-05-16_10h46m51s,Dataset 3,C15H8N2O3,+K,off
55895,2017-05-16_10h46m51s,Dataset 3,C16H18O6,+H,off
55896,2017-05-16_10h46m51s,Dataset 3,C10H15N5O4,+K,off
55897,2017-05-16_10h46m51s,Dataset 3,C13H19ClN2O2,+K,off
55898,2017-05-16_10h46m51s,Dataset 3,C18H16N2O3,+H,off
55899,2017-05-16_10h46m51s,Dataset 3,C16H20O6,+H,off
55900,2017-05-16_10h46m51s,Dataset 3,C20H39NO,+H,on
55901,2017-05-16_10h46m51s,Dataset 3,C16H13NO6,+H,off
55902,2017-05-16_10h46m51s,Dataset 3,C19H26N2O2,+H,off
55906,2017-05-16_10h46m51s,Dataset 3,C12H13N3O4S,+Na,on
55907,2017-05-16_10h46m51s,Dataset 3,C16H13ClN2O2,+Na,off
55910,2017-05-16_10h46m51s,Dataset 3,C11H17N3O6,+K,off
55911,2017-05-16_10h46m51s,Dataset 3,C13H18O6S,+Na,off
55914,2017-05-16_10h46m51s,Dataset 3,C11H16O9,+K,off
55916,2017-05-16_10h46m51s,Dataset 3,C14H14O5S,+K,off
55918,2017-05-16_10h46m51s,Dataset 3,C19H24N2O2,+Na,off
55920,2017-05-16_10h46m51s,Dataset 3,C9H16N2O5S2,+K,off
55921,2017-05-16_10h46m51s,Dataset 3,C19H16O6,+H,off
55926,2017-05-16_10h46m51s,Dataset 3,C10H19O6PS2,+Na,off
55927,2017-05-16_10h46m51s,Dataset 3,C11H18O11,+Na,on
55928,2017-05-16_10h46m51s,Dataset 3,C20H28N2O3,+H,off
55929,2017-05-16_10h46m51s,Dataset 3,C18H21NO5,+Na,on
55930,2017-05-16_10h46m51s,Dataset 3,C19H14O7,+H,off
55933,2017-05-16_10h46m51s,Dataset 3,C21H30O5,+H,off
55934,2017-05-16_10h46m51s,Dataset 3,C20H26O6,+H,off
55935,2017-05-16_10h46m51s,Dataset 3,C21H29N3O,+Na,off
55938,2017-05-16_10h46m51s,Dataset 3,C10H14N5O8P,+H,on
55939,2017-05-16_10h46m51s,Dataset 3,C16H17N3O5S,+H,on
55941,2017-05-16_10h46m51s,Dataset 3,C17H20N4OS,+K,off
55942,2017-05-16_10h46m51s,Dataset 3,C22H17ClN2,+Na,off
55944,2017-05-16_10h46m51s,Dataset 3,C17H26O7,+Na,on
55945,2017-05-16_10h46m51s,Dataset 3,C21H18O6,+H,off
55946,2017-05-16_10h46m51s,Dataset 3,C18H22O6S,+H,off
55947,2017-05-16_10h46m51s,Dataset 3,C18H20N2O5,+Na,off
55949,2017-05-16_10h46m51s,Dataset 3,C16H12O8,+K,on
55950,2017-05-16_10h46m51s,Dataset 3,C21H39NO4,+H,on
55951,2017-05-16_10h46m51s,Dataset 3,C24H48O2,+H,off
55952,2017-05-16_10h46m51s,Dataset 3,C12H26N8O3,+K,on
55955,2017-05-16_10h46m51s,Dataset 3,C21H27N3O2,+Na,on
55956,2017-05-16_10h46m51s,Dataset 3,C22H32O5,+H,off
55957,2017-05-16_10h46m51s,Dataset 3,C24H29NO3,+H,on
55961,2017-05-16_10h46m51s,Dataset 3,C25H40O3,+H,on
55962,2017-05-16_10h46m51s,Dataset 3,C23H32O5,+H,off
55963,2017-05-16_10h46m51s,Dataset 3,C25H36O3,+H,on
55964,2017-05-16_10h46m51s,Dataset 3,C21H20N4O2,+Na,off
55965,2017-05-16_10h46m51s,Dataset 3,C25H27ClN2,+H,off
55966,2017-05-16_10h46m51s,Dataset 3,C16H18O8S,+Na,off
55969,2017-05-16_10h46m51s,Dataset 3,C23H45NO4,+H,on
55972,2017-05-16_10h46m51s,Dataset 3,C22H44O3,+K,on
55973,2017-05-16_10h46m51s,Dataset 3,C25H40O4,+H,off
55975,2017-05-16_10h46m51s,Dataset 3,C27H54O2,+H,off
55976,2017-05-16_10h46m51s,Dataset 3,C20H24ClN3S,+K,off
55979,2017-05-16_10h46m51s,Dataset 3,C23H45NO5,+H,on
55980,2017-05-16_10h46m51s,Dataset 3,C26H52O2,+Na,off
55981,2017-05-16_10h46m51s,Dataset 3,C22H42O6,+Na,off
55982,2017-05-16_10h46m51s,Dataset 3,C21H14O10,+H,off
55983,2017-05-16_10h46m51s,Dataset 3,C12H16N5O8P,+K,on
55984,2017-05-16_10h46m51s,Dataset 3,C21H31N3O5,+Na,off
55985,2017-05-16_10h46m51s,Dataset 3,C24H38O5,+Na,off
55986,2017-05-16_10h46m51s,Dataset 3,C27H34O3,+Na,on
55988,2017-05-16_10h46m51s,Dataset 3,C25H49NO4,+H,on
55989,2017-05-16_10h46m51s,Dataset 3,C25H48O4,+Na,off
55990,2017-05-16_10h46m51s,Dataset 3,C25H38O6,+H,off
55991,2017-05-16_10h46m51s,Dataset 3,C24H34N2O5,+H,on
55993,2017-05-16_10h46m51s,Dataset 3,C25H50O3,+K,off
55995,2017-05-16_10h46m51s,Dataset 3,C22H43NO5,+K,off
55996,2017-05-16_10h46m51s,Dataset 3,C24H44O7,+H,off
55998,2017-05-16_10h46m51s,Dataset 3,C18H18O11,+K,off
55999,2017-05-16_10h46m51s,Dataset 3,C21H14O10,+Na,off
56000,2017-05-16_10h46m51s,Dataset 3,C19H37O7P,+K,off
56001,2017-05-16_10h46m51s,Dataset 3,C24H30F2O6,+H,on
56002,2017-05-16_10h46m51s,Dataset 3,C21H39O6P,+K,on
56004,2017-05-16_10h46m51s,Dataset 3,C26H44O5,+Na,on
56005,2017-05-16_10h46m51s,Dataset 3,C29H46O3,+Na,on
56008,2017-05-16_10h46m51s,Dataset 3,C26H38O7,+H,on
56010,2017-05-16_10h46m51s,Dataset 3,C27H36N2O5,+H,on
56011,2017-05-16_10h46m51s,Dataset 3,C11H20O16P2,+H,off
56012,2017-05-16_10h46m51s,Dataset 3,C19H28O11,+K,on
56013,2017-05-16_10h46m51s,Dataset 3,C28H46N2O4,+H,off
56014,2017-05-16_10h46m51s,Dataset 3,C27H48O5,+Na,off
56015,2017-05-16_10h46m51s,Dataset 3,C30H44O2,+K,off
56017,2017-05-16_10h46m51s,Dataset 3,C21H41N5O7,+H,off
56018,2017-05-16_10h46m51s,Dataset 3,C31H41NO3,+H,on
56019,2017-05-16_10h46m51s,Dataset 3,C25H30N2O5,+K,on
56020,2017-05-16_10h46m51s,Dataset 3,C27H40O7,+H,on
56021,2017-05-16_10h46m51s,Dataset 3,C20H23N5O6S,+Na,on
56022,2017-05-16_10h46m51s,Dataset 3,C23H41O7P,+Na,on
56023,2017-05-16_10h46m51s,Dataset 3,C23H24O10,+Na,on
56024,2017-05-16_10h46m51s,Dataset 3,C19H21N7O6,+K,on
56025,2017-05-16_10h46m51s,Dataset 3,C27H43NO4,+K,on
56030,2017-05-16_10h46m51s,Dataset 3,C30H40O6,+H,on
56033,2017-05-16_10h46m51s,Dataset 3,C24H42O10,+H,on
56034,2017-05-16_10h46m51s,Dataset 3,C24H48NO7P,+H,on
56035,2017-05-16_10h46m51s,Dataset 3,C24H50NO7P,+H,on
56036,2017-05-16_10h46m51s,Dataset 3,C29H47NO4,+Na,on
56037,2017-05-16_10h46m51s,Dataset 3,C28H28O6,+K,on
56038,2017-05-16_10h46m51s,Dataset 3,C23H41O7P,+K,on
56039,2017-05-16_10h46m51s,Dataset 3,C25H39O7P,+Na,on
56041,2017-05-16_10h46m51s,Dataset 3,C29H57NO4,+K,off
56042,2017-05-16_10h46m51s,Dataset 3,C34H42O4,+H,off
56045,2017-05-16_10h46m51s,Dataset 3,C28H44N4O4,+Na,on
56046,2017-05-16_10h46m51s,Dataset 3,C27H44NO7P,+H,on
56047,2017-05-16_10h46m51s,Dataset 3,C26H52NO6P,+Na,on
56054,2017-05-16_10h46m51s,Dataset 3,C28H50NO7P,+H,on
56055,2017-05-16_10h46m51s,Dataset 3,C21H14O15,+K,off
56058,2017-05-16_10h46m51s,Dataset 3,C27H30O11,+Na,on
56060,2017-05-16_10h46m51s,Dataset 3,C32H50O7,+H,on
56061,2017-05-16_10h46m51s,Dataset 3,C22H32O14,+K,on
56062,2017-05-16_10h46m51s,Dataset 3,C34H34N4O4,+H,on
56065,2017-05-16_10h46m51s,Dataset 3,C26H45NO8S2,+H,on
56068,2017-05-16_10h46m51s,Dataset 3,C30H40O9,+Na,off
56069,2017-05-16_10h46m51s,Dataset 3,C27H32O12,+Na,on
56070,2017-05-16_10h46m51s,Dataset 3,C28H54NO7P,+Na,on
56072,2017-05-16_10h46m51s,Dataset 3,C27H46O10,+K,off
56074,2017-05-16_10h46m51s,Dataset 3,C37H46O5,+H,off
56075,2017-05-16_10h46m51s,Dataset 3,C35H54O6,+H,off
56077,2017-05-16_10h46m51s,Dataset 3,C30H28O12,+H,on
56078,2017-05-16_10h46m51s,Dataset 3,C28H30O12,+Na,on
56079,2017-05-16_10h46m51s,Dataset 3,C27H34O13,+Na,on
56080,2017-05-16_10h46m51s,Dataset 3,C26H30O14,+Na,on
56083,2017-05-16_10h46m51s,Dataset 3,C37H68O4,+H,on
56084,2017-05-16_10h46m51s,Dataset 3,C25H22O14,+K,off
56085,2017-05-16_10h46m51s,Dataset 3,C30H50NO7P,+Na,on
56086,2017-05-16_10h46m51s,Dataset 3,C40H56O2,+Na,off
56087,2017-05-16_10h46m51s,Dataset 3,C34H66O5,+K,on
56088,2017-05-16_10h46m51s,Dataset 3,C37H68O5,+Na,on
56090,2017-05-16_10h46m51s,Dataset 3,C15H23N5O14P2,+K,on
56093,2017-05-16_10h46m51s,Dataset 3,C26H29N2O14,+Na,on
56094,2017-05-16_10h46m51s,Dataset 3,C26H31N3O11S,+Na,on
56095,2017-05-16_10h46m51s,Dataset 3,C28H34O13,+K,on
56097,2017-05-16_10h46m51s,Dataset 3,C28H33O15,+Na,on
56099,2017-05-16_10h46m51s,Dataset 3,C33H60O10,+H,off
56101,2017-05-16_10h46m51s,Dataset 3,C27H34O15,+K,on
56102,2017-05-16_10h46m51s,Dataset 3,C39H68O5,+Na,on
56103,2017-05-16_10h46m51s,Dataset 3,C40H50O4,+K,off
56104,2017-05-16_10h46m51s,Dataset 3,C28H39N3O9S,+K,on
56106,2017-05-16_10h46m51s,Dataset 3,C38H72O5,+K,on
56107,2017-05-16_10h46m51s,Dataset 3,C34H32FeN4O4,+K,on
56110,2017-05-16_10h46m51s,Dataset 3,C36H58O9,+Na,off
56114,2017-05-16_10h46m51s,Dataset 3,C37H69O7P,+H,on
56115,2017-05-16_10h46m51s,Dataset 3,C43H70O5,+H,on
56116,2017-05-16_10h46m51s,Dataset 3,C36H72NO6P,+Na,on
56119,2017-05-16_10h46m51s,Dataset 3,C43H74O4,+Na,on
56123,2017-05-16_10h46m51s,Dataset 3,C40H36O11,+H,off
56124,2017-05-16_10h46m51s,Dataset 3,C36H38N4O8,+K,off
56125,2017-05-16_10h46m51s,Dataset 3,C22H34N6O13S2,+K,off
56127,2017-05-16_10h46m51s,Dataset 3,C37H69O8P,+K,on
56128,2017-05-16_10h46m51s,Dataset 3,C38H73O8P,+Na,on
56129,2017-05-16_10h46m51s,Dataset 3,C29H57N5O12,+K,on
56131,2017-05-16_10h46m51s,Dataset 3,C37H40O12,+K,off
56132,2017-05-16_10h46m51s,Dataset 3,C35H35NO14,+Na,off
56136,2017-05-16_10h46m51s,Dataset 3,C37H68NO8P,+K,on
56137,2017-05-16_10h46m51s,Dataset 3,C40H77O8P,+H,on
56139,2017-05-16_10h46m51s,Dataset 3,C45H72O5,+K,off
56140,2017-05-16_10h46m51s,Dataset 3,C41H83N2O6P,+H,on
56141,2017-05-16_10h46m51s,Dataset 3,C45H74O5,+K,off
56142,2017-05-16_10h46m51s,Dataset 3,C44H74O7,+Na,on
56143,2017-05-16_10h46m51s,Dataset 3,C39H64O13,+H,on
56144,2017-05-16_10h46m51s,Dataset 3,C39H73O8P,+K,on
56146,2017-05-16_10h46m51s,Dataset 3,C39H77O10P,+H,on
56148,2017-05-16_10h46m51s,Dataset 3,C41H69O8P,+Na,on
56150,2017-05-16_10h46m51s,Dataset 3,C41H72NO7P,+Na,on
56151,2017-05-16_10h46m51s,Dataset 3,C42H82NO6P,+Na,on
56152,2017-05-16_10h46m51s,Dataset 3,C41H75O8P,+Na,on
56153,2017-05-16_10h46m51s,Dataset 3,C41H80NO8P,+H,on
56154,2017-05-16_10h46m51s,Dataset 3,C38H75O10P,+Na,on
56155,2017-05-16_10h46m51s,Dataset 3,C40H76NO8P,+Na,off
56156,2017-05-16_10h46m51s,Dataset 3,C39H74NO8P,+K,on
56158,2017-05-16_10h46m51s,Dataset 3,C39H76NO8P,+K,on
56160,2017-05-16_10h46m51s,Dataset 3,C43H84NO7P,+H,on
56163,2017-05-16_10h46m51s,Dataset 3,C42H82NO6P,+K,on
56164,2017-05-16_10h46m51s,Dataset 3,C43H76NO8P,+H,on
56165,2017-05-16_10h46m51s,Dataset 3,C38H34N2O12S,+Na,on
56166,2017-05-16_10h46m51s,Dataset 3,C41H74NO7P,+K,on
56167,2017-05-16_10h46m51s,Dataset 3,C42H84NO7P,+Na,on
56168,2017-05-16_10h46m51s,Dataset 3,C43H73O8P,+Na,on
56170,2017-05-16_10h46m51s,Dataset 3,C45H73O8P,+H,on
56171,2017-05-16_10h46m51s,Dataset 3,C44H78NO8P,+H,on
56172,2017-05-16_10h46m51s,Dataset 3,C42H80NO7P,+K,on
56173,2017-05-16_10h46m51s,Dataset 3,C40H77NO11S,+H,on
56174,2017-05-16_10h46m51s,Dataset 3,C43H77O8P,+Na,on
56176,2017-05-16_10h46m51s,Dataset 3,C43H75O8P,+K,on
56177,2017-05-16_10h46m51s,Dataset 3,C42H80NO8P,+K,on
56178,2017-05-16_10h46m51s,Dataset 3,C43H84NO8P,+Na,on
56182,2017-05-16_10h46m51s,Dataset 3,C40H54N8O8,+Na,on
56183,2017-05-16_10h46m51s,Dataset 3,C44H76NO8P,+Na,on
56184,2017-05-16_10h46m51s,Dataset 3,C45H80NO7P,+Na,on
56185,2017-05-16_10h46m51s,Dataset 3,C42H84NO8P,+K,on
56187,2017-05-16_10h46m51s,Dataset 3,C44H84NO8P,+Na,on
56188,2017-05-16_10h46m51s,Dataset 3,C44H82NO8P,+Na,on
56189,2017-05-16_10h46m51s,Dataset 3,C44H80NO8P,+Na,on
56191,2017-05-16_10h46m51s,Dataset 3,C44H78NO10P,+H,on
56193,2017-05-16_10h46m51s,Dataset 3,C45H75O8P,+K,on
56194,2017-05-16_10h46m51s,Dataset 3,C41H78NO10P,+K,off
56195,2017-05-16_10h46m51s,Dataset 3,C42H66O14,+Na,on
56196,2017-05-16_10h46m51s,Dataset 3,C42H70O15,+H,on
56197,2017-05-16_10h46m51s,Dataset 3,C30H45N6O16P,+K,on
56199,2017-05-16_10h46m51s,Dataset 3,C47H82NO8P,+H,on
56200,2017-05-16_10h46m51s,Dataset 3,C42H70O14,+Na,on
56201,2017-05-16_10h46m51s,Dataset 3,C51H90O6,+Na,on
56203,2017-05-16_10h46m51s,Dataset 3,C53H90O6,+H,on
56204,2017-05-16_10h46m51s,Dataset 3,C50H88O7,+Na,on
56205,2017-05-16_10h46m51s,Dataset 3,C45H89N2O6P,+K,on
56207,2017-05-16_10h46m51s,Dataset 3,C48H74NO8P,+H,on
56208,2017-05-16_10h46m51s,Dataset 3,C45H88NO7P,+K,on
56209,2017-05-16_10h46m51s,Dataset 3,C45H91N2O6P,+K,off
56210,2017-05-16_10h46m51s,Dataset 3,C44H88NO8P,+K,on
56211,2017-05-16_10h46m51s,Dataset 3,C47H95N2O6P,+Na,on
56213,2017-05-16_10h46m51s,Dataset 3,C40H78O13P2,+H,on
56214,2017-05-16_10h46m51s,Dataset 3,C43H72O15,+H,on
56216,2017-05-16_10h46m51s,Dataset 3,C45H86NO8P,+K,on
56218,2017-05-16_10h46m51s,Dataset 3,C45H38O14,+K,on
56220,2017-05-16_10h46m51s,Dataset 3,C51H96O6,+K,on
56221,2017-05-16_10h46m51s,Dataset 3,C44H74O15,+H,on
56222,2017-05-16_10h46m51s,Dataset 3,C47H82NO8P,+Na,on
56223,2017-05-16_10h46m51s,Dataset 3,C46H82NO8P,+K,on
56225,2017-05-16_10h46m51s,Dataset 3,C48H76NO8P,+Na,on
56226,2017-05-16_10h46m51s,Dataset 3,C47H74NO8P,+K,on
56227,2017-05-16_10h46m51s,Dataset 3,C50H82NO8P,+H,on
56228,2017-05-16_10h46m51s,Dataset 3,C47H80NO8P,+K,off
